Overall Qual,Year Remod/Add,Mas Vnr Area,TotRms AbvGrd,BsmtFin SF 1,MS Zoning,Street,Land Contour,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Paved Drive,Sale Type,Sale Condition,Neighborhood_Grouped,HouseStyle_Simple,TotalSF,TotalBath,Qual_x_Area,Age,YearsSinceRemodel,TotalPorchSF,HasBasement,HasBasement,HasGarage,HasFireplace,BathPerBedroom,QuarterSold,PricePerSF,LotShape_Score,SalePrice
8,2006,226.0,6,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No Basement,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,SingleStory,3190.0,2.0,12760,5,4,0,1,1,1,1,1.0,2,69.43573667711598,3,221500
7,2010,0.0,4,0.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,New,Partial,Somerst,SingleStory,2436.0,2.0,8526,1,0,136,1,1,1,0,1.0,2,83.94909688013136,3,204500
7,2009,0.0,7,24.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,Con,Normal,Somerst,MultiLevel,2303.0,2.5,10829,1,1,45,1,1,1,0,0.8333333333333334,2,93.4433347807208,3,215200
8,2008,36.0,7,1078.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,SingleStory,3132.0,3.0,12528,2,2,168,1,1,1,0,1.0,2,83.81226053639847,3,262500
7,2005,0.0,8,222.0,FV,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,MultiLevel,2938.0,2.5,13629,6,5,136,1,1,1,1,0.8333333333333334,2,86.75970047651464,3,254900
6,2005,0.0,6,1414.0,FV,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,SingleStory,2936.0,3.0,8808,5,5,318,1,1,1,1,1.5,2,92.47275204359673,3,271500
7,2004,0.0,8,656.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,SawyerW,MultiLevel,3040.0,3.5,14588,6,6,45,1,1,1,0,0.875,1,76.64473684210526,2,233000
7,2004,122.0,8,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,SawyerW,MultiLevel,2490.0,2.5,11613,6,6,68,1,1,1,0,0.8333333333333334,2,72.69076305220884,3,181000
7,2002,0.0,8,695.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,SawyerW,MultiLevel,3058.0,3.5,14770,16,8,130,1,1,1,1,1.1666666666666667,2,67.0372792674951,2,205000
6,1980,0.0,5,543.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,BLQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,SawyerW,SingleStory,1846.0,2.0,5538,30,30,0,1,1,1,1,1.0,2,77.46478873239437,3,143000
6,1992,0.0,8,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,SawyerW,MultiLevel,2900.0,2.5,11070,18,18,104,1,1,1,1,0.8333333333333334,2,65.17241379310344,3,189000
6,1979,0.0,5,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,SawyerW,SingleStory,1836.0,2.0,5508,31,31,0,1,1,1,1,1.0,2,54.19389978213508,3,99500
6,1984,0.0,4,623.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,SawyerW,SingleStory,1496.0,2.0,4512,26,26,90,1,1,1,0,1.0,1,83.55614973262033,3,125000
7,2003,0.0,7,402.0,RL,Pave,Lvl,CulDSac,Gtl,RRNe,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,SawyerW,MultiLevel,2740.0,2.5,12208,17,7,308,1,1,1,0,0.8333333333333334,1,70.98540145985402,2,194500
6,1985,0.0,6,338.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,Plywood,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,SawyerW,SingleStory,2137.0,2.0,6582,26,25,0,1,1,1,0,0.6666666666666666,2,71.127749181095,3,152000
6,1981,130.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,SawyerW,MultiLevel,2214.0,2.5,9384,30,29,254,1,1,1,1,0.8333333333333334,2,77.23577235772358,3,171000
5,1950,0.0,5,0.0,RH,Pave,Lvl,Corner,Gtl,Feedr,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,Y,WD ,Normal,SawyerW,SingleStory,1828.0,1.0,5060,90,60,80,1,1,1,0,0.5,2,36.925601750547045,3,67500
6,1978,0.0,8,0.0,RM,Pave,Lvl,Inside,Gtl,RRAe,Norm,Duplex,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Sawyer,MultiLevel,1902.0,2.0,11412,32,32,0,0,0,1,0,0.5,2,58.88538380651946,3,112000
5,1995,0.0,6,899.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Min2,Y,WD ,Normal,Sawyer,SingleStory,2264.0,2.0,5775,49,15,0,1,1,1,0,0.6666666666666666,2,65.37102473498233,2,148000
5,2009,0.0,5,553.0,RL,Pave,Lvl,Inside,Gtl,RRAe,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,GLQ,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,Sawyer,SingleStory,1788.0,2.0,4470,45,1,144,1,1,1,1,0.6666666666666666,2,77.46085011185683,3,138500
5,1967,31.0,5,450.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Sawyer,SingleStory,1782.0,1.0,4500,43,43,0,1,1,1,0,0.3333333333333333,1,68.46240179573513,2,122000
5,1963,0.0,5,824.0,RL,Pave,Lvl,Corner,Gtl,Feedr,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Y,WD ,Normal,Sawyer,SingleStory,2080.0,2.5,5200,47,47,220,1,1,1,0,0.8333333333333334,2,63.94230769230769,3,133000
5,2010,0.0,6,659.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,Sawyer,SingleStory,2080.0,2.5,5200,48,0,104,1,1,1,0,0.8333333333333334,2,61.05769230769231,2,127000
6,2002,250.0,7,126.0,RL,Pave,Lvl,CulDSac,Gtl,RRNe,Norm,1Fam,Hip,CompShg,Plywood,Plywood,BrkCmn,TA,Gd,CBlock,TA,TA,Gd,BLQ,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Abnorml,Sawyer,SingleStory,2702.0,3.0,8964,36,8,186,1,1,1,1,1.0,2,62.546262028127316,2,169000
7,1992,0.0,8,674.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NoRidge,MultiLevel,2673.0,3.5,13461,18,18,39,1,1,1,1,1.1666666666666667,2,71.0811821922933,2,190000
8,1993,504.0,9,250.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NoRidge,MultiLevel,3580.0,3.5,18792,17,17,130,1,1,1,1,0.875,2,101.25698324022346,2,362500
8,1993,180.0,7,1129.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NoRidge,MultiLevel,3615.0,3.5,17800,18,17,30,1,1,1,1,0.875,2,78.83817427385893,3,285000
7,2005,0.0,6,1298.0,FV,Pave,Lvl,CulDSac,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,SingleStory,2976.0,3.0,10416,6,5,50,1,1,1,1,1.5,1,87.36559139784946,2,260000
7,2004,0.0,3,0.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,MultiLevel,2520.0,2.5,11760,6,6,111,1,1,1,0,1.25,1,75.39682539682539,3,190000
7,2004,120.0,4,280.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,ConLD,Normal,Somerst,MultiLevel,1800.0,2.5,8400,6,6,172,1,1,1,0,1.25,2,86.11111111111111,3,155000
7,2005,0.0,4,0.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,MultiLevel,1800.0,2.5,8400,6,5,172,1,1,1,0,1.25,2,83.88888888888889,3,151000
7,2005,0.0,4,368.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,MultiLevel,1800.0,3.5,8400,6,5,172,1,1,1,0,1.75,1,83.05555555555556,3,149500
6,2005,216.0,4,376.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,MultiLevel,1836.0,3.5,7416,5,5,166,1,1,1,0,1.75,2,82.78867102396514,3,152000
7,2009,432.0,7,578.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,New,Partial,Somerst,SingleStory,2948.0,3.5,10346,1,1,144,1,1,1,1,1.75,2,75.30529172320217,1,222000
6,2000,216.0,5,378.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,MultiLevel,2329.0,2.5,9438,10,10,32,1,1,1,0,0.8333333333333334,2,76.21296693860026,3,177500
6,2000,1159.0,5,466.0,FV,Pave,Lvl,Corner,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,MultiLevel,2268.0,3.5,9072,10,10,32,1,1,1,0,1.75,2,78.04232804232804,3,177000
7,1999,0.0,6,604.0,FV,Pave,Lvl,FR2,Gtl,Norm,Norm,Twnhs,Hip,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,MultiLevel,2112.0,3.5,9912,11,11,44,1,1,1,0,1.1666666666666667,2,73.39015151515152,3,155000
7,2003,0.0,4,244.0,FV,Pave,Lvl,FR2,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,MultiLevel,1610.0,2.5,7560,7,7,50,1,1,1,0,1.25,2,91.37267080745342,2,147110
8,2010,0.0,6,1032.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Ex,Po,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,New,Partial,Somerst,SingleStory,3060.0,2.5,11344,0,0,416,1,1,1,1,2.5,2,87.55424836601307,2,267916
8,2000,0.0,7,484.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,MultiLevel,2823.0,3.5,14784,10,10,184,1,1,1,1,1.1666666666666667,2,89.9752036840241,2,254000
8,1980,0.0,3,728.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Other,SingleStory,1516.0,2.0,6304,30,30,42,1,1,1,1,2.0,2,102.24274406332454,2,155000
8,1978,0.0,4,1052.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,Wd Sdng,Plywood,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Other,SingleStory,2452.0,2.0,9808,32,32,78,1,1,1,1,2.0,1,84.01305057096248,2,206000
6,2005,289.0,6,533.0,RL,Pave,Lvl,CulDSac,Gtl,RRAe,Norm,1Fam,Gable,CompShg,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Sawyer,MultiLevel,2204.0,2.5,8874,34,5,44,1,1,1,0,0.8333333333333334,1,59.21052631578947,2,130500
7,2002,0.0,6,833.0,FV,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Somerst,SingleStory,2984.0,3.0,10444,8,8,137,1,1,1,1,1.0,2,77.07774798927613,3,230000
6,1967,120.0,8,506.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Y,WD ,Normal,NWAmes,SingleStory,3658.0,3.0,10974,43,43,76,1,1,1,0,0.75,2,59.732094040459266,2,218500
6,1993,0.0,9,1137.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NWAmes,MultiLevel,3775.0,3.5,14970,17,17,32,1,1,1,1,0.875,1,64.50331125827815,3,243500
6,2001,28.0,6,1200.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NWAmes,SingleStory,3220.0,3.0,9660,33,9,68,1,1,1,1,1.0,1,63.66459627329193,2,205000
6,1978,0.0,7,687.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,Mn,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NWAmes,MultiLevel,3115.0,3.5,11346,32,32,69,1,1,1,1,1.1666666666666667,2,68.2182985553772,2,212500
7,1988,42.0,7,394.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NWAmes,MultiLevel,2694.0,2.5,11998,22,22,222,1,1,1,1,0.8333333333333334,1,72.93986636971047,3,196500
6,2006,0.0,5,982.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NWAmes,SingleStory,2542.0,2.5,8286,38,4,0,1,1,1,1,0.8333333333333334,1,77.69472856018882,3,197500
6,1971,0.0,7,329.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NWAmes,MultiLevel,2360.0,2.0,9870,39,39,78,1,1,1,0,0.5,2,72.45762711864407,3,171000
5,1966,172.0,6,698.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NAmes,SingleStory,2464.0,2.5,6160,44,44,224,1,1,1,0,0.8333333333333334,2,57.73133116883117,3,142250
6,1963,451.0,6,569.0,RL,Pave,Lvl,Inside,Gtl,Feedr,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NWAmes,SingleStory,2656.0,2.5,7968,47,47,26,1,1,1,1,0.8333333333333334,2,53.84036144578313,3,143000
4,1959,0.0,6,569.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Y,WD ,Normal,NAmes,SingleStory,2175.0,2.5,4900,51,51,0,1,1,0,0,0.8333333333333334,1,59.28735632183908,2,128950
5,1966,0.0,6,1059.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Y,ConLD,Normal,NAmes,SingleStory,2418.0,2.0,6045,44,44,120,1,1,1,0,0.6666666666666666,2,65.75682382133995,3,159000
5,1967,268.0,6,1010.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NAmes,SingleStory,3020.0,3.0,7550,43,43,244,1,1,1,0,1.0,2,59.23841059602649,3,178900
6,1964,0.0,8,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,COD,Family,NAmes,SingleStory,2308.0,2.0,10650,46,46,172,1,1,1,0,0.6666666666666666,2,59.05545927209705,2,136300
5,1964,86.0,6,1014.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,TA,TA,PConc,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NAmes,SingleStory,2304.0,2.0,5760,46,46,0,1,1,1,1,0.6666666666666666,2,78.34201388888889,2,180500
6,1963,156.0,6,763.0,RL,Pave,Lvl,Inside,Gtl,Feedr,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,PConc,TA,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Abnorml,NAmes,SingleStory,1990.0,2.0,6324,47,47,0,1,1,1,0,0.6666666666666666,2,69.09547738693468,3,137500
5,2001,144.0,10,1500.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,Duplex,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,Oth,Abnorml,NAmes,SingleStory,3456.0,4.0,8640,48,9,0,1,1,0,0,0.6666666666666666,1,24.56597222222222,2,84900
5,1996,0.0,5,49.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Mn,GLQ,Rec,GasA,Gd,Y,FuseA,Gd,Typ,Y,WD ,Normal,NAmes,SingleStory,2156.0,2.0,5390,60,14,112,1,1,1,0,1.0,2,65.92068645640074,3,142125
5,2002,265.0,7,670.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Min2,Y,WD ,Normal,NAmes,MultiLevel,3601.0,2.0,12305,58,8,0,1,1,1,1,0.6666666666666666,1,54.87364620938628,3,197600
6,1950,340.0,6,300.0,RL,Pave,Lvl,Corner,Gtl,Artery,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,Stone,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NAmes,MultiLevel,2338.0,2.0,9336,61,60,150,1,1,1,1,0.6666666666666666,1,73.78100940975193,3,172500
5,2008,0.0,4,696.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Plywood,None,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Y,WD ,Normal,BrkSide,SingleStory,1716.0,2.0,4290,52,2,0,1,1,0,0,1.0,1,67.89044289044288,2,116500
3,1966,0.0,6,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Plywood,None,TA,Po,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Fa,Mod,Y,WD ,Normal,BrkSide,SingleStory,2034.0,1.0,3918,70,44,0,1,1,0,0,0.3333333333333333,2,37.610619469026545,2,76500
5,1954,110.0,6,354.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NAmes,SingleStory,2119.0,2.0,5315,56,56,164,1,1,1,0,0.6666666666666666,1,60.40585181689476,3,128000
6,1972,164.0,7,674.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,AsbShng,AsbShng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,LwQ,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,NAmes,SingleStory,2676.0,2.0,9120,55,38,189,1,1,1,1,0.6666666666666666,1,57.17488789237668,3,153000
5,1954,200.0,7,540.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Y,WD ,Normal,NAmes,SingleStory,2536.0,1.0,6340,56,56,98,1,1,1,1,0.5,1,52.05047318611987,3,132000
